comments,id,issues,latitude,longitude,parking_duration,parking_time,issue_not_provided,issue_full,issue_damaged,issue_abandoned,issue_other,parking_time_parsed,Status,Notes,Survey_Date,View,Asset,Check_311_Date,Check_311_Notes,City_Problem_Type
enough space for several rings or a few racks,396,['not_provided'],43.64867308,-79.37119974,hours,"Wed, 25 Jul 2018 13:40:48 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,397,['full'],43.61644286,-79.49687567,hours,"Wed, 25 Jul 2018 13:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Actually bike parking is needed in front of the planet fitness. ,398,['not_provided'],43.8295689,-79.23408305,hours,"Wed, 25 Jul 2018 14:03:52 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
The bike has been abandoned here for a few months. Rusted and missing wheels.,399,['damaged'],43.65340528,-79.3692622,hours,"Wed, 25 Jul 2018 13:00:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
No bike parking in this plaza,400,['not_provided'],43.71378227,-79.3350197,minutes,"Tue, 24 Jul 2018 16:00:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-24,,,,🌎👀,,,,
"Despite construction of the LRT, we need sufficient bike parking along Eglinton. ",401,['not_provided'],46.511076,-84.3315955,hours,"Wed, 25 Jul 2018 14:30:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Abandoned bike with no handlebars/seat,402,['damaged'],43.6580617,-79.3864974,minutes,"Fri, 20 Jul 2018 21:30:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-20,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
"one of the bike rings is bent halfway to the ground, I reported this last year and no action was taken, please fix.",403,['damaged'],43.65305499,-79.35563054,minutes,"Mon, 05 Aug 2019 14:31:30 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-08-05,,,,🌎👀,,,,
,404,['not_provided'],43.6580617,-79.3864974,minutes,"Fri, 20 Sep 2019 00:30:09 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-09-20,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
"Lots of cyclists stopping in at LCBO or Dollarama, but no ring and post options unless they go to Berkeley or No Frills parking lot.",405,['not_provided'],43.65102211,-79.36528496,minutes,"Wed, 25 Jul 2018 15:03:58 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,406,['full'],43.6580617,-79.3864974,minutes,"Tue, 24 Jul 2018 21:26:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-24,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,407,['not_provided'],43.6580617,-79.3864974,hours,"Wed, 25 Jul 2018 15:27:53 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,408,['full'],43.6580617,-79.3864974,multiday,"Thu, 27 Jun 2019 22:16:16 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2019-06-27,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,409,['not_provided'],43.6693132,-79.3910951,multiday,"Wed, 25 Jul 2018 15:28:08 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,410,['full'],43.66580542,-79.40755747,hours,"Mon, 25 Jun 2018 21:44:56 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-06-25,,,,🌎👀,,,,
,411,['not_provided'],43.6693132,-79.3910951,multiday,"Wed, 25 Jul 2018 15:28:08 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,Invalid,Duplicate of #409,,🌎👀,,,,
,412,['not_provided'],43.6693132,-79.3910951,overnight,"Wed, 25 Jul 2018 15:28:20 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,413,['damaged'],43.6693132,-79.3910951,hours,"Wed, 25 Jul 2018 15:28:25 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,414,['damaged'],43.6693132,-79.3910951,multiday,"Wed, 25 Jul 2018 15:28:29 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,415,['damaged'],43.6693132,-79.3910951,overnight,"Wed, 25 Jul 2018 15:28:34 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,416,['not_provided'],43.64530126,-79.40042716,minutes,"Wed, 25 Jul 2018 16:01:15 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
One of the new 'modern' BIA posts was partly pulled out of the ground on NE of Yonge and Bloor. All available bike parking was taken - this is a crucial repair.,417,['damaged'],43.67061157,-79.38533869,minutes,"Tue, 24 Jul 2018 16:26:42 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-24,Resolved,No damaged bollards visible. May have been removed without replacement.,2023-12-31,🌎👀,,,,
,418,['not_provided'],43.70083071,-79.39748373,hours,"Fri, 20 Jul 2018 16:28:21 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-20,,,,🌎👀,,,,
Red Miele with no wheels locked to rack outside of The Bay at Yonge Bloor,419,['damaged'],43.67623426,-79.32336009,minutes,"Wed, 25 Jul 2018 16:33:45 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,420,['not_provided'],43.66770038,-79.38513216,hours,"Sat, 14 Jul 2018 00:00:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-14,,,,🌎👀,,,,
There  are a few restaurants on Dupont here but no bike rings.  I had to park to a pole on avenue / Dupont which was both far away and sketchy.  2-4 rings on this block would be huge!,421,['not_provided'],43.67709116,-79.39802017,hours,"Mon, 23 Jul 2018 16:57:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-23,,,,🌎👀,,,,
"There was room enough to park my bike, but the person who came after me had to lock their bike to a sign post.",422,['full'],43.65487919,-79.39860068,minutes,"Mon, 23 Jul 2018 22:15:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-23,,,,🌎👀,,,,
"There are a few bars, cafes, and restaurants in the area. There isn't enough space to park your bike and go enjoy the area for a few hours.",423,['full'],43.65669557,-79.3593749,hours,"Fri, 20 Jul 2018 01:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-20,,,,🌎👀,,,,
There is a damaged bike rack at 1 Dundas Street W. ,424,['damaged'],43.65611335,-79.38162206,hours,"Wed, 25 Jul 2018 18:14:28 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
There are 2 abandoned bikes in front of 1 dundas street W. They have been there for more than 6 months. ,425,['damaged'],43.6559421,-79.3817783,minutes,"Wed, 25 Jul 2018 18:15:48 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,426,['full'],43.6580617,-79.3864974,hours,"Wed, 25 Jul 2018 20:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-25,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
Had to walk over to Park avenue before I found bike parking. ,427,['full'],43.67001589,-79.38643592,hours,"Wed, 25 Jul 2018 18:45:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Could only see one bike stand in the whole area. A few bikes parked to posts.,428,['not_provided'],43.67404414,-79.45983547,minutes,"Wed, 25 Jul 2018 20:09:57 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Not enough bike parking on king st ,429,['full'],43.64461885,-79.39935765,hours,"Thu, 26 Jul 2018 00:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
840 coxwell Ave busy medical building with no rings or racks I  had lock up to a street sign along with 4 other bikes for my Dr appointment ,430,['not_provided'],43.6580617,-79.3864974,hours,"Wed, 25 Jul 2018 17:24:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
We desperately need more public bike parking in Liberty Village. Most of the buildings have waiting lists at this point. The rings are always full. ,431,['full'],43.63863806,-79.41390191,hours,"Wed, 25 Jul 2018 21:04:30 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
There used to be bike parking in front of the Queen’s Quay E LCBO. It was recently removed altogether.,432,['not_provided'],43.64310728,-79.37226962,minutes,"Wed, 25 Jul 2018 21:38:20 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
,433,['not_provided'],43.64852142,-79.38118663,minutes,"Wed, 25 Jul 2018 22:14:19 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Several abandoned bikes on the rings to the west of the Charles Hastings coop on St. Patrick ,434,['damaged'],43.65588709,-79.39083903,hours,"Wed, 25 Jul 2018 22:18:41 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
"At the southwest corner of Dovercourt and Hallam, a ring and post is very wobbly. It looks like it was attached to a paver stone and that stone is coming loose. ",435,['damaged'],43.66702616,-79.43172481,minutes,"Wed, 25 Jul 2018 22:15:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Never enough bike spaces at Ted Rogers school of business at Ryerson,436,['full'],43.65616324,-79.38062969,minutes,"Wed, 25 Jul 2018 22:44:20 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Major bay street offices have little to no street parking.,437,['not_provided'],43.64822349,-79.37995333,hours,"Thu, 26 Jul 2018 00:19:11 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,438,['not_provided'],43.65362166,-79.3800601,minutes,"Wed, 25 Jul 2018 23:00:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Gerrard Street has a bike lane but when I went to meet a friend at Allan Gardens I had nowhere to park my bike on the north side of the street. The south side parking was completely full. ,439,['not_provided'],43.66087948,-79.37402283,hours,"Tue, 24 Jul 2018 16:30:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-24,,,,🌎👀,,,,
"Bunch of abandoned bikes North side of college between Markham and Palmerston, they have been here since at least last fall",440,['damaged'],43.65609084,-79.40984301,hours,"Thu, 26 Jul 2018 01:33:44 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
There is a bike since last year park on Danforth close to the number 671 10 feet west of that number almost at the corner of Pape CCM bike is missing seat and some parts already. Needs to be removed.,441,['damaged'],43.68821468,-79.31921129,hours,"Thu, 26 Jul 2018 01:39:31 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
Bike abandoned since last year ,442,['damaged'],43.68827969,-79.31932804,hours,"Thu, 26 Jul 2018 01:43:28 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
 Bad rack in a bad spot,443,['other'],43.67666074,-79.4943718,minutes,"Thu, 26 Jul 2018 02:23:29 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-26,,,,🌎👀,,,,
,444,['full'],43.66728529,-79.4873766,hours,"Thu, 26 Jul 2018 02:25:07 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
Your minutes/ hours/ overnight thing is broken,445,['not_provided'],43.69272437,-79.46672364,minutes,"Thu, 26 Jul 2018 02:26:42 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,446,['damaged'],43.66172907,-79.41239949,multiday,"Fri, 01 Sep 2017 02:32:47 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2017-09-01,,,,🌎👀,,,,
,447,['damaged'],43.67102227,-79.41351773,multiday,"Tue, 31 Jul 2018 21:09:40 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-31,,,,🌎👀,,,,
,448,['not_provided'],43.666608,-79.4466629,minutes,"Thu, 26 Jul 2018 01:01:02 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,449,['damaged'],43.6563985,-79.4014085,multiday,"Wed, 25 Jul 2018 23:18:02 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Abandoned old bike since months ago,450,['damaged'],43.68175726,-79.42590642,overnight,"Thu, 26 Jul 2018 03:40:02 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,451,['not_provided'],23.0759927,72.5269048,minutes,"Thu, 26 Jul 2018 05:33:51 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
"Blue bike, straight bar, suitable for an adult has been abandoned (locked) to a post for years.",452,['damaged'],43.6667619,-79.41895364,multiday,"Wed, 01 Jul 2015 12:13:11 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2015-07-01,,,,🌎👀,,,,
,453,"['not_provided', 'full', 'damaged', 'damaged', 'other']",23.03928127,72.16109149,multiday,"Thu, 26 Jul 2018 12:54:20 GMT",TRUE,TRUE,TRUE,FALSE,TRUE,2018-07-26,,Issue selected more than once; Outside of Toronto,,🌎👀,,,,
,454,"['not_provided', 'full', 'damaged', 'damaged', 'other']",43.6580617,-79.3864974,minutes,"Thu, 26 Jul 2018 12:56:41 GMT",TRUE,TRUE,TRUE,FALSE,TRUE,2018-07-26,Caution,Issue selected more than once; Elizabeth & Gerrard supercluster,,🌎👀,,,,
,455,['full'],43.66405368,-79.34345331,minutes,"Thu, 26 Jul 2018 14:21:52 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,456,['not_provided'],43.67834819,-79.29989424,overnight,"Thu, 26 Jul 2018 14:25:55 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
My family doctor is here and it would be great if I could lock my bike up outside. Right now I have to go to a nearby apartment building hidden from the main street that is an obvious target for theives. Bikes there are often missing wheels etc. ,457,['not_provided'],43.6565443,-79.356379,minutes,"Thu, 26 Jul 2018 14:34:31 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,458,['not_provided'],43.64685932,-79.40602619,minutes,"Thu, 26 Jul 2018 15:04:40 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,459,"['not_provided', 'damaged']",43.65377691,-79.39370718,minutes,"Wed, 25 Jul 2018 16:00:00 GMT",TRUE,FALSE,TRUE,FALSE,FALSE,2018-07-25,,,,🌎👀,,,,
Many abandoned bikes in covered bike parking near high park station,460,['damaged'],43.65408741,-79.46554746,hours,"Thu, 26 Jul 2018 00:16:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,461,['other'],43.6571613,-79.3820342,hours,"Thu, 26 Jul 2018 21:41:55 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-26,,,,🌎👀,,,,
Degens afoot - don't feel comfortable locking here.,462,"['damaged', 'full']",43.6526163,-79.3982263,minutes,"Thu, 26 Jul 2018 22:49:29 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
"I love the focus on cycling, but jeez, what you'll discover is this app is utterly useless",463,['full'],43.6580617,-79.3864974,hours,"Fri, 27 Jul 2018 13:16:19 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-27,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,464,['not_provided'],43.70826096,-79.47756376,hours,"Mon, 01 Jul 2019 16:14:05 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-07-01,,,,🌎👀,,,,
,465,"['not_provided', 'full']",43.6489879,-79.384233,hours,"Fri, 27 Jul 2018 16:41:42 GMT",TRUE,TRUE,FALSE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
Needs bike parking,466,['not_provided'],43.6580617,-79.3864974,hours,"Fri, 27 Jul 2018 16:42:22 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-27,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
The ring around the bike post is gone.,467,['damaged'],43.66890038,-79.39414016,hours,"Fri, 27 Jul 2018 17:10:34 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-27,Unresolved,Still a sleeveless ring here as well as a new ring where the post is slightly bent,2023-12-16,🌎👀,,,,
,468,"['other', 'not_provided', 'damaged']",45.5157121,-73.6846571,multiday,"Mon, 30 Jul 2018 10:35:39 GMT",TRUE,FALSE,TRUE,FALSE,TRUE,2018-07-30,,Outside of Toronto,,🌎👀,,,,
There's a black bike where the chain has come off and the bike has been there for months.,469,['damaged'],43.66977345,-79.39363323,minutes,"Fri, 27 Jul 2018 17:11:32 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-27,Resolved,Broken bike no longer there,2023-12-16,🌎👀,,,,
"There's a white linus bike that has been locked up to a bike post for over a year and never moved. Rusted, damaged, would appreciate freeing up the bike post.Thanks!",470,['damaged'],43.67343241,-79.38800595,hours,"Fri, 27 Jul 2018 17:12:36 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
"Several bikes on the SW corner of St Nicholas and Charles that are badly damaged, double locked and abandoned. There are many posts, but never any spaces to lock bikes. ",471,"['damaged', 'damaged', 'full']",43.66846574,-79.38718144,hours,"Fri, 27 Jul 2018 12:30:00 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-07-27,Resolved,Abandoned bikes resolved but bollards are heavily used and high capacity parking should be installed; Issue selected more than once,2023-12-16,🌎👀,,,,
,472,['damaged'],43.6580617,-79.3864974,minutes,"Fri, 27 Jul 2018 21:09:18 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-27,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
Lots of bike friendly establishments around here but not enough parking!,473,['full'],43.66386593,-79.41659741,hours,"Thu, 26 Jul 2018 00:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-26,,,,🌎👀,,,,
,474,['damaged'],43.6485267,-79.3960031,multiday,"Sat, 28 Jul 2018 01:07:25 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
Congratulations to Bikespace on your launch!  (Just trying out the app tonight). - Allison (John Spragge's wife) wrote this.  ,475,['other'],43.6545668,-79.4898381,minutes,"Sat, 28 Jul 2018 03:40:54 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-28,Invalid,Appears to be a test entry,,🌎👀,,,,
Lots of businesses and cycles near the waterfront. No parking.,476,['not_provided'],43.62077045,-79.48341422,hours,"Sat, 28 Jul 2018 12:06:57 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
,477,['other'],43.6580617,-79.3864974,minutes,"Sat, 28 Jul 2018 12:43:04 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-28,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
There needs to be bike parking space everywhere in Toronto,478,['not_provided'],43.79952344,-79.20307447,hours,"Sat, 28 Jul 2018 15:29:17 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
,479,"['full', 'damaged']",43.6469681,-79.4025997,minutes,"Sat, 28 Jul 2018 20:01:16 GMT",FALSE,TRUE,TRUE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
,480,['not_provided'],43.6704425,-79.3944841,minutes,"Sat, 28 Jul 2018 21:03:47 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-28,Unresolved,Lack of parking still an issue on this corner. May partly be due to construction on N side,2023-12-16,🌎👀,,,,
"There are three bike parking spots here and one that is most south has an abandoned bike (rusty chain, missing wheel) here. ",481,['damaged'],43.66900321,-79.40353747,hours,"Sat, 28 Jul 2018 21:21:16 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
Cannot pin using android. North East intersection Gatineau Trail/Pan Am abandon bike chained to rack. Been there since June. Rusted up now. ,482,['damaged'],43.6580617,-79.3864974,minutes,"Sat, 28 Jul 2018 21:45:08 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-28,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
rusty damaged bike with damaged tires has not been moved for a couple of years now,483,['damaged'],43.64917026,-79.40387306,hours,"Sat, 28 Jul 2018 23:18:08 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
,484,['not_provided'],43.663865,-79.3690423,hours,"Sat, 28 Jul 2018 23:58:46 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-28,,,,🌎👀,,,,
,485,['not_provided'],43.6580617,-79.3864974,hours,"Sun, 29 Jul 2018 11:26:42 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-29,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
There is a grocery store and several condos and people end up locking them to fences across the street or leaving them unlocked on the sidewalk because there isn’t a single bike locking station despite there being a large business right there. ,486,['not_provided'],43.66674343,-79.44666457,minutes,"Fri, 20 Jul 2018 19:15:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-20,,,,🌎👀,,,,
Multiple bike thefts. Smashed and sawn thru u locks and cable locks. Parts stolen,487,['other'],43.63729762,-79.40591123,multiday,"Sun, 29 Jul 2018 13:31:59 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-29,,,,🌎👀,,,,
,488,['not_provided'],43.74108825,-79.33462826,hours,"Fri, 27 Jul 2018 15:30:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
Existing bike rack in parking lot is inadequate.,489,['other'],43.7443757,-79.3280494,hours,"Thu, 19 Apr 2018 04:30:00 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-04-19,,,,🌎👀,,,,
There are no parking spaces in most Scarborough **** plazas.,490,['not_provided'],43.74273117,-79.30825774,minutes,"Sun, 29 Jul 2018 14:10:39 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
"Bike parking around scotiabank theatre is always impossible. Lots of room for more racks on Widmer.Especially during TIFF, it's really hard to find parking near both Scotia and Tiff Lightbox cinemas.Thanks! ",491,['full'],43.6580617,-79.3864974,hours,"Sun, 29 Jul 2018 00:37:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-29,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,492,['not_provided'],43.72217276,-79.50921383,hours,"Mon, 01 Jul 2019 16:17:32 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2019-07-01,,,,🌎👀,,,,
,493,['full'],43.6724832,-79.307157,hours,"Fri, 27 Jul 2018 12:54:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
Outside Food Basics and Shoppers Drug Mart at DuPont and Lansdowne there is only one bike pole (accommodating 2 bikes) to lock up your bike on.,494,['other'],43.6580617,-79.3864974,minutes,"Sun, 29 Jul 2018 15:18:50 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-29,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
Multiple abandoned bikes locked,495,['damaged'],43.64457858,-79.37617653,overnight,"Sun, 29 Jul 2018 16:01:34 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
No bike racks at Yonge & Lawrence,496,['not_provided'],43.72520358,-79.40248061,minutes,"Fri, 20 Jul 2018 16:28:28 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-20,,,,🌎👀,,,,
Bike rack not secure. Bike racks are in parking lot and can easily be moved! No street bike parking on Landsdowne near grocery store entrance.,497,"['other', 'damaged']",43.6580617,-79.3864974,hours,"Sun, 29 Jul 2018 21:41:08 GMT",FALSE,FALSE,TRUE,FALSE,TRUE,2018-07-29,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
Bike parking at Annette library is almost always full and the incline makes it difficult to park there,498,['full'],43.66344927,-79.46636017,hours,"Sun, 29 Jul 2018 21:56:20 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
,499,['other'],43.89839659,-79.2662198,multiday,"Sun, 29 Jul 2018 23:35:54 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-29,,,,🌎👀,,,,
There is no bike parking at TD or any of the other banks nearby at this corner on King and Bay.,500,['not_provided'],43.64820389,-79.38093555,minutes,"Sun, 29 Jul 2018 16:20:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
Sorauren park area needs way more bike racks,501,['full'],43.64958974,-79.44480939,overnight,"Mon, 30 Jul 2018 00:29:14 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
"There is no parking in front of the shoppers drugmart. There are two rings at the Food Basics, but they are always full",502,['not_provided'],43.66661192,-79.44740302,minutes,"Sun, 29 Jul 2018 21:25:00 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
Outside of Independent City Market there is never enough parking ,503,['full'],43.65761594,-79.40163822,minutes,"Mon, 30 Jul 2018 00:48:13 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
Trying to find bike parking during volleyball games is extremely difficult!! ,504,['full'],43.66199928,-79.31017766,hours,"Fri, 27 Jul 2018 00:49:20 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-27,,,,🌎👀,,,,
There is no place to lock bike on the west side of mount please St. Toronto. ,505,['not_provided'],43.7129563,-79.3893898,hours,"Mon, 30 Jul 2018 00:55:31 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
There's never enough parking here for people who work in the opera or ballet,506,['full'],43.65038064,-79.38516033,hours,"Mon, 30 Jul 2018 23:00:00 GMT",FALSE,TRUE,FALSE,FALSE,FALSE,2018-07-30,,,,🌎👀,,,,
,507,['not_provided'],43.6580617,-79.3864974,hours,"Mon, 30 Jul 2018 04:12:18 GMT",TRUE,FALSE,FALSE,FALSE,FALSE,2018-07-30,Caution,Elizabeth & Gerrard supercluster,,🌎👀,,,,
,508,['damaged'],43.72886906,-79.40316461,minutes,"Tue, 02 Jul 2019 17:07:44 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2019-07-02,,,,🌎👀,,,,
"Large U-lock is locked to ring and post parking spot. Has been there for months. On north side of Queen, east of Victoria.",509,['other'],43.65257564,-79.37873777,hours,"Mon, 30 Jul 2018 12:49:13 GMT",FALSE,FALSE,FALSE,FALSE,TRUE,2018-07-30,,,,🌎👀,,,,
There is an abandoned bicycle locked up to a ring and post in front of the Metro Drugs at 1290 Bloor St W,510,['damaged'],43.65857205,-79.44204327,minutes,"Sun, 29 Jul 2018 20:00:00 GMT",FALSE,FALSE,TRUE,FALSE,FALSE,2018-07-29,,,,🌎👀,,,,
